year,journal,title,pmid,doi,publication_status,supplied_pdf_version,eligibility,disease_scope,source_role,official_category,official_category_status,primary_content_class,secondary_content_tags,tag_basis,reading_stage,main_read_completed_on,review_status,supplement_status,stk11_highlight,bibliography,reading_ledger,reading_evidence,source_disease_ids,source_tissue_ids,source_model_ids,source_use_roles,scope_curation_status,scope_reference,scope_reference_line,scope_boundary,scope_facet_status
2025,Clinical Cancer Research,Multiomics and Single-Cell Insights Reveal a Lysophosphatidic Acid-Mediated Resistant Mechanism to Third-generation EGFR-TKI in Non-Small Cell Lung Cancer,40853904,10.1158/1078-0432.ccr-25-0993,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Mechanisms and Therapy,official_section,original research,metabolomics-bulk-rna-proteomics-single-cell-egfr-resistance,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-2026-09-19-intake-language.md#pmid-40853904;ccr-2025-2026-09-19-intake-manifest.csv,nsclc,plasma,human-clinical;human-cell-line;computational,lung-primary;preclinical-mechanism;clinical-correlative,curated-source-scope,ccr-2025-2026-09-19-intake-language.md,459,"Plasma metabolomics, cell-line assays and public single-cell reanalysis are separate datasets; no in-vivo validation reported.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Noninvasive Multicancer Detection Using DNA Hypomethylation of LINE-1 Retrotransposons,39620930,10.1158/1078-0432.ccr-24-2669,see source bibliography and intake manifest,publisher_main_pdf,included,,,Precision Medicine and Imaging,official_section,diagnostic classifier development and validation,epigenomics;liquid-biopsy;LINE1;hypomethylation;machine-learning;copy-number;multicancer-detection,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-39620930;ccr-2025-genomics-2026-09-20-manifest.csv,mixed-solid-tumors,plasma,human-clinical;computational,cross-tumor-methods;computational-methods,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,581,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Phase I Dose-Escalation Trial Combining Olaparib and Thoracic Radiotherapy in Extensive-Stage Small Cell Lung Cancer,40880183,10.1158/1078-0432.ccr-24-4342,see source bibliography and intake manifest,author_manuscript,included,SCLC,lung-original-research,Clinical Trials: Novel Mechanisms,official_section,clinical trial,radiotherapy;PARP-inhibitor;dose-escalation;continual-reassessment;time-origin;statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-23,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-clinical-2026-09-23-language.md,sclc,,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2025-clinical-2026-09-23-language.md,105,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Phase I Study of ROR1-Specific CAR-T Cells in Advanced Hematopoietic and Epithelial Malignancies,39466024,10.1158/1078-0432.ccr-24-2172,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Immunotherapy,official_section,preclinical / translational,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc;breast-cancer;cll,tumor;blood,human-clinical,cross-tumor-methods;clinical-trial,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,15,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Phase I/II Investigator-Initiated Study of Olaparib and Temozolomide in SCLC: Final Analysis and CNS Outcomes,39470668,10.1158/1078-0432.ccr-24-2350,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Targeted Therapy,official_section,original research,sclc-parp-temozolomide-cns-efficacy-safety,single-paper curated language domains,main_text_deep_read_complete,2026-09-19,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-2026-09-19-intake-language.md#pmid-39470668;ccr-2025-2026-09-19-intake-manifest.csv,sclc,tumor,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2025-2026-09-19-intake-language.md,8,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,"Phase I/II Study of Tifcemalimab, an Anti-B and T-Lymphocyte Attenuator Antibody, in Combination with Toripalimab in Previously Treated Advanced Lung Cancer",40378060,10.1158/1078-0432.CCR-25-0022,see source bibliography and intake manifest,publisher_main_pdf,included,NSCLC;SCLC,lung-original-research,Clinical Trials: Immunotherapy,official_section,clinical trial,clinical-trial;immunotherapy;BTLA;HVEM;biomarker;statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-23,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2026-09-23-intake-language.md,nsclc;sclc,tumor,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2026-09-23-intake-language.md,65,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,"Phase I/II Trial of Exportin 1 Inhibitor Selinexor plus Docetaxel in Previously Treated, Advanced KRAS-Mutant Non-Small Cell Lung Cancer",39651955,10.1158/1078-0432.ccr-24-1722,see source bibliography and intake manifest,author_manuscript,included,KRAS-mutant-NSCLC,lung-original-research,Clinical Trials: Targeted Therapy,official_section,clinical trial,genomics;TP53;STK11;bulk-transcriptomics;bioinformatics;targeted-cytokine-panel;targeted-therapy;statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-23,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-clinical-2026-09-23-language.md,nsclc,,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2025-clinical-2026-09-23-language.md,155,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Phase II Open-Label Trial of Brentuximab Vedotin with Pembrolizumab in PD-1-Pretreated Metastatic Non-Small Cell Lung Cancer and Metastatic Cutaneous Melanoma,39786430,10.1158/1078-0432.ccr-24-1478,see source bibliography and intake manifest,not_classified_by_header,included,,,Clinical Trials: Immunotherapy,official_section,translational / resistance,,no secondary topic verification recorded,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,nsclc;melanoma,tumor;blood,human-clinical,cross-tumor-methods;clinical-trial,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,18,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,"Preclinical Evaluation of DB-1419, a Novel Bifunctional and Bispecific Anti-B7-H3 × PD-L1 Antibody-Drug Conjugate",40499141,10.1158/1078-0432.ccr-25-0634,see source bibliography and intake manifest,not_classified_by_header,included,,,Translational Cancer Mechanisms and Therapy,official_section,translational / resistance,adc-pharmacology,single-paper curated language domains,main_text_deep_read_complete,2026-09-08,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2025-immunotherapy-fulltext-language.md;ccr-phrase-patterns.md,mixed-solid-tumors,blood,human-cell-line;cdx;pdx;mouse;nonhuman-primate,cross-tumor-methods;preclinical-mechanism,curated-source-scope,ccr-2025-immunotherapy-fulltext-language.md,23,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,"Pretargeted Trop-2 ImmunoPET for Rapid, Selective Detection of Pancreatic Tumors",39841860,10.1158/1078-0432.ccr-24-3098,see source bibliography and intake manifest,author_manuscript,included,pancreatic;ovarian;prostate;Calu6-lung-negative-control,cross-tumor-methodology-with-lung-control,Precision Medicine and Imaging,official_section,preclinical / translational,imaging;immunoPET;antibody-engineering;pharmacology;preclinical;technical-replicates,single-paper curated language domains,main_text_deep_read_complete,2026-09-23,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-omics-methods-2026-09-23-language.md,pancreatic-cancer;prostate-cancer;ovarian-cancer,,human-cell-line;mouse,cross-tumor-methods;preclinical-mechanism,curated-source-scope,ccr-2025-omics-methods-2026-09-23-language.md,98,"Pancreatic imaging is primary; Calu6 lung cells are a negative-control model, not lung therapeutic-efficacy evidence. Source disease filters exclude the incidental lung comparator.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Quantitative Protein Expression of Antibody-Drug Conjugate Targets in EGFR Mutated and Wild-type Non-Small Cell Lung Cancer,40047548,10.1158/1078-0432.ccr-24-3347,see source bibliography and intake manifest,author_manuscript,included,,,Translational Cancer Mechanisms and Therapy,official_section,quantitative protein biomarker study,genotype-stratification;targeted-protein-quantification;QIF;mass-spectrometry-calibration;ADC-targets;EGFR,single-paper curated language domains,main_text_deep_read_complete,2026-09-20,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-genomics-2026-09-20-language.md#pmid-40047548;ccr-2025-genomics-2026-09-20-manifest.csv,nsclc,tumor,human-clinical;human-cell-line,lung-primary;clinical-correlative,curated-source-scope,ccr-2025-genomics-2026-09-20-language.md,483,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2025,Clinical Cancer Research,Randomized Phase III Study of EGFR Tyrosine Kinase Inhibitor and Intercalated Platinum-Doublet Chemotherapy for Non-Small Cell Lung Cancer Harboring EGFR Mutation,40162917,10.1158/1078-0432.ccr-24-3532,see source bibliography and intake manifest,publisher_main_pdf,included,EGFR-mutant-NSCLC,lung-original-research,Clinical Trials: Targeted Therapy,official_section,clinical trial,randomized-trial;targeted-therapy;chemotherapy;negative-primary-endpoint;survival;statistics,single-paper curated language domains,main_text_deep_read_complete,2026-09-23,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-2025-clinical-2026-09-23-language.md,nsclc,,human-clinical,lung-primary;clinical-trial,curated-source-scope,ccr-2025-clinical-2026-09-23-language.md,54,"Article-level source context only; listed facets are supported but not exhaustive. Data reanalysis is not new specimen collection. Do not join different cohorts, tissues or models into one experiment. Empty tissue labels mean not curated, not no specimen use.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
