"entry_id","catalog_version","expression","primary_section","secondary_sections","function","domain","unit_type","evidence_tier","source_set","source_article_ids","provenance_granularity","source_asset","source_container","source_heading","source_line","reuse_status"
"CCRLANG-3484","2026-09-26","A chronic exposure model was combined with tissue profiling, phosphoproteomics, and functional perturbation.","abstract-methods","","abstract-methods-summary","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Abstract methods","205","synthetic-frame"
"CCRLANG-3485","2026-09-26","Target inhibition was accompanied by phosphosite changes and reduced experimental growth or invasion.","abstract-results","","abstract-results-summary","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Abstract results","209","synthetic-frame"
"CCRLANG-3486","2026-09-26","The data support preclinical target nomination without proving clinical benefit or direct substrate specificity.","abstract-conclusion","","abstract-conclusion-summary","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Abstract conclusion","213","synthetic-frame"
"CCRLANG-3487","2026-09-26","inflammation-linked transformation","introduction","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Introduction vocabulary","217","conventional-term-or-collocation"
"CCRLANG-3488","2026-09-26","exposure-to-phenotype connection","introduction","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Introduction vocabulary","218","conventional-term-or-collocation"
"CCRLANG-3489","2026-09-26","early neoplastic remodeling","introduction","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Introduction vocabulary","219","conventional-term-or-collocation"
"CCRLANG-3490","2026-09-26","The epidemiologic association between [exposure] and [disease] is established, but the intervening signaling events remain incompletely defined.","introduction","","introduction-evidence-reporting","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Introduction frames","223","synthetic-frame"
"CCRLANG-3491","2026-09-26","subcellular fraction enrichment","methods","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Methods vocabulary","227","conventional-term-or-collocation"
"CCRLANG-3492","2026-09-26","phosphopeptide capture","methods","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Methods vocabulary","228","conventional-term-or-collocation"
"CCRLANG-3493","2026-09-26","target–decoy identification control","methods","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Methods vocabulary","229","conventional-term-or-collocation"
"CCRLANG-3494","2026-09-26","intensity normalization","methods","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Methods vocabulary","230","conventional-term-or-collocation"
"CCRLANG-3495","2026-09-26","low-abundance imputation","methods","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Methods vocabulary","231","conventional-term-or-collocation"
"CCRLANG-3496","2026-09-26","Identification-level FDR was controlled separately from differential-abundance testing; the latter used [test and multiplicity procedure actually performed].","methods","","methods-evidence-reporting","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Methods frames","235","synthetic-frame"
"CCRLANG-3497","2026-09-26","Phosphopeptide abundance was interpreted alongside total protein abundance and fractionation controls where available.","methods","","methods-evidence-reporting","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Methods frames","236","synthetic-frame"
"CCRLANG-3498","2026-09-26","concordant phosphosite changes","results","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Results vocabulary","240","conventional-term-or-collocation"
"CCRLANG-3499","2026-09-26","attenuated invasive capacity","results","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Results vocabulary","241","conventional-term-or-collocation"
"CCRLANG-3500","2026-09-26","compartment-associated localization","results","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Results vocabulary","242","conventional-term-or-collocation"
"CCRLANG-3501","2026-09-26","reduced xenograft expansion","results","","terminology","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","vocabulary","terminology-only","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Results vocabulary","243","conventional-term-or-collocation"
"CCRLANG-3502","2026-09-26","[Phosphosite] decreased after treatment in both models, nominating a downstream response rather than proving a direct substrate relationship.","results","","results-evidence-reporting","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Results frames","247","synthetic-frame"
"CCRLANG-3503","2026-09-26","Genetic depletion reduced invasion, and pharmacologic inhibition independently limited tumor growth in [model].","results","","results-evidence-reporting","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Results frames","248","synthetic-frame"
"CCRLANG-3504","2026-09-26","Convergent perturbation data strengthen target nomination, although direct substrate specificity and the full exposure-to-tumor causal chain remain unresolved.","discussion","","discussion-evidence-reporting","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Discussion frames","252","synthetic-frame"
"CCRLANG-3505","2026-09-26","The human expression cohort and experimental models represent different histologies, which limits direct cross-system extrapolation.","discussion","","discussion-evidence-reporting","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","mechanistic-preclinical","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Discussion frames","253","synthetic-frame"
"CCRLANG-3506","2026-09-26","These observations provide a preclinical rationale for further testing of [axis] in explicitly defined lung-cancer settings.","conclusion","abstract-conclusion","bounded-synthesis-validation","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Conclusion frames","257","synthetic-frame"
"CCRLANG-3507","2026-09-26","Tissue expression and model sensitivity justify prospective investigation, not treatment selection based on expression alone.","translational-relevance","conclusion","intended-use-validation","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","sentence-frame","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Translational relevance frames","261","synthetic-frame"
"CCRLANG-3508","2026-09-26","Exposure was accompanied by [inflammatory phenotype] and increased [tissue marker]. Subcellular enrichment localized [candidate] to [fraction], and phosphoproteomic profiling identified concordant treatment-associated changes at [site]. Genetic depletion and drug treatment reduced distinct functional endpoints, providing complementary evidence without resolving direct kinase–substrate relationships.","results","","section-paragraph-synthesis","phosphoproteomics;mass-spectrometry;bioinformatics;IRAK4;MYH9;preclinical;targeted-therapy;FDR","paragraph-model","evidence-calibrated","ccr-2025-omics-methods-2026-09-23-language","39704655","single-paper-synthesis","ccr-2025-omics-methods-2026-09-23-language.md","PMID 39704655","Results paragraph","265","synthetic-model"
